,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_period_by_year,num_services,charge_group
56346,f,0,No,No,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,42.46,636.9,No,1 - 2 year,2,Low
56347,m,0,Yes,No,15.0,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),95.55,1433.25,No,1 - 2 year,2,Medium
56348,m,0,No,Yes,5.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.18,105.9,No,0 - 1 year,2,Low
56349,m,0,No,Yes,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.08,1421.64,Yes,2 - 4 year,1,Low
56350,m,0,No,Yes,5.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,46.21,231.05,No,0 - 1 year,4,Low
56351,f,0,No,No,7.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,101.48,710.36,Yes,0 - 1 year,2,High
56352,f,1,Yes,No,26.0,Yes,No,DSL,No,No,No internet service,No,No,No,Two year,Yes,Credit card (automatic),96.24,2502.24,No,2 - 4 year,1,Medium
56353,m,0,No,No,17.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,unkown,49.95,849.15,Yes,1 - 2 year,3,Low
56354,f,0,No,No,3.0,Yes,unkown,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),31.36,94.08,No,0 - 1 year,2,Low
56355,f,0,Yes,No,11.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),48.02,528.22,Yes,0 - 1 year,4,Low
56356,f,0,Yes,No,23.0,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,One year,No,Mailed check,61.15,1406.45,Yes,1 - 2 year,4,Medium
56357,m,0,No,No,21.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.68,875.28,Yes,1 - 2 year,0,Low
56358,f,0,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),46.42,139.26,No,0 - 1 year,2,Low
56359,m,0,Yes,No,24.0,Yes,No,DSL,No internet service,No,Yes,No,No,No,One year,Yes,Electronic check,35.58,853.92,No,1 - 2 year,2,Low
56360,f,0,Yes,No,32.0,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,One year,No,Mailed check,78.01,2496.32,Yes,2 - 4 year,3,Medium
56361,f,1,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),24.32,24.32,Yes,0 - 1 year,4,Low
56362,m,0,Yes,No,24.0,Yes,Yes,DSL,No,No,No,No internet service,No,No,Two year,No,Electronic check,18.04,432.96,No,1 - 2 year,2,Low
56363,f,0,Yes,No,21.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,43.16,906.36,Yes,1 - 2 year,1,Low
56364,f,0,No,No,68.0,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),42.13,2864.84,No,4+ years,0,Low
56365,f,0,Yes,No,33.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.16,1325.28,No,2 - 4 year,2,Low
56366,m,0,Yes,Yes,20.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.07,941.4,Yes,1 - 2 year,0,Low
56367,m,0,Yes,No,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,unkown,43.99,791.82,Yes,1 - 2 year,2,Low
56368,f,1,No,Yes,23.0,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,Yes,Mailed check,27.63,635.49,Yes,1 - 2 year,2,Low
56369,f,1,unkown,No,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,102.79,4214.39,Yes,2 - 4 year,2,High
56370,f,0,No,No,46.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,20.16,927.36,No,2 - 4 year,4,Low
56371,f,0,No,No,40.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,49.91,1996.4,No,2 - 4 year,3,Low
56372,f,0,No,No,14.0,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,One year,No,Mailed check,26.72,374.08,No,1 - 2 year,3,Low
56373,f,0,No,No,46.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,38.27,1760.42,No,2 - 4 year,5,Low
56374,m,1,No,No,9.0,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Credit card (automatic),25.16,226.44,Yes,0 - 1 year,2,Low
56375,f,0,Yes,No,3.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Credit card (automatic),40.66,121.98,Yes,0 - 1 year,2,Low
56376,m,1,Yes,Yes,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),28.6,343.2,No,0 - 1 year,2,Low
56377,f,0,Yes,No,29.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.61,2395.69,Yes,2 - 4 year,1,Medium
56378,m,0,Yes,Yes,50.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,unkown,58.1,2905.0,Yes,4+ years,2,Medium
56379,f,0,No,Yes,5.0,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),21.68,108.4,Yes,0 - 1 year,3,Low
56380,f,1,No,No,9.0,Yes,No,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),35.11,315.99,No,0 - 1 year,2,Low
56381,m,1,Yes,No,26.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,23.04,599.04,No,2 - 4 year,2,Low
56382,m,0,No,No,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.87,776.53,Yes,1 - 2 year,1,Low
56383,m,0,Yes,No,32.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.78,920.96,No,2 - 4 year,2,Low
56384,f,0,No,No,43.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),39.66,1705.38,No,2 - 4 year,4,Low
56385,unkown,0,No,No,11.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,unkown,57.29,630.19,Yes,0 - 1 year,3,Medium
56386,m,0,Yes,Yes,30.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),48.69,1460.7,Yes,2 - 4 year,3,Low
56387,f,0,No,No,6.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.39,206.34,Yes,0 - 1 year,2,Low
56388,f,0,No,Yes,9.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,45.83,412.47,No,0 - 1 year,1,Low
56389,m,0,No,No,46.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.74,1414.04,Yes,2 - 4 year,2,Low
56390,unkown,0,No,Yes,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,94.79,1706.22,Yes,1 - 2 year,2,Medium
56391,m,0,Yes,Yes,10.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,27.7,0.0,Yes,0 - 1 year,3,Low
56392,f,0,Yes,Yes,28.0,Yes,unkown,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,31.94,894.32,No,2 - 4 year,4,Low
56393,m,0,No,No,6.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,28.69,172.14,No,0 - 1 year,3,Low
56394,f,0,No,No,9.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,26.43,237.87,No,0 - 1 year,3,Low
56395,m,0,Yes,No,7.0,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,19.78,138.46,No,0 - 1 year,2,Low
56396,m,1,No,Yes,13.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,96.34,1252.42,No,1 - 2 year,2,Medium
56397,f,0,Yes,No,23.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),99.18,2281.14,No,1 - 2 year,2,Medium
56398,f,0,No,No,66.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,23.92,1578.72,No,4+ years,2,Low
56399,m,1,Yes,No,20.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.59,871.8,No,1 - 2 year,1,Low
56400,m,0,No,No,29.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),42.8,1241.2,No,2 - 4 year,2,Low
56401,f,0,Yes,No,31.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,90.48,2804.88,Yes,2 - 4 year,2,Medium
56402,m,0,No,No,46.0,Yes,unkown,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),31.45,1446.7,Yes,2 - 4 year,2,Low
56403,m,0,No,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,unkown,31.65,126.6,Yes,0 - 1 year,1,Low
56404,f,0,Yes,No,26.0,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),28.01,728.26,No,2 - 4 year,3,Low
56405,f,1,Yes,No,29.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),28.82,835.78,Yes,2 - 4 year,1,Low
56406,m,0,Yes,No,11.0,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),91.07,1001.77,No,0 - 1 year,2,Medium
56407,f,0,Yes,No,7.0,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,114.9,804.3,Yes,0 - 1 year,4,High
56408,f,0,Yes,Yes,5.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),39.59,197.95,No,0 - 1 year,4,Low
56409,m,0,Yes,No,54.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,32.36,1747.44,Yes,4+ years,1,Low
56410,m,0,No,No,43.0,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,unkown,22.09,949.87,No,2 - 4 year,0,Low
56411,f,0,No,No,5.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,31.33,94.05000000000001,Yes,0 - 1 year,3,Low
56412,m,0,No,Yes,7.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),58.91,412.37,Yes,0 - 1 year,3,Medium
56413,f,0,No,No,36.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,31.77,1143.72,No,2 - 4 year,2,Low
56414,m,0,No,No,35.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,28.07,982.45,No,2 - 4 year,2,Low
56415,f,0,No,Yes,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,47.98,95.96,No,0 - 1 year,3,Low
56416,f,0,unkown,Yes,15.0,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,46.71,700.65,No,1 - 2 year,4,Low
56417,m,0,Yes,No,31.0,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,22.73,704.63,Yes,2 - 4 year,4,Low
56418,m,0,Yes,Yes,4.0,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,39.36,157.44,No,0 - 1 year,2,Low
56419,f,0,Yes,Yes,4.0,No,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),25.0,100.0,Yes,0 - 1 year,2,Low
56420,f,1,No,Yes,43.0,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),52.84,2272.12,Yes,2 - 4 year,2,Medium
56421,f,1,unkown,No,11.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.6,545.6,Yes,0 - 1 year,3,Low
56422,f,0,No,Yes,31.0,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,32.46,1006.26,No,2 - 4 year,2,Low
56423,f,1,No,No,59.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,23.0,1357.0,Yes,4+ years,3,Low
56424,m,0,Yes,No,6.0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.46,176.76,No,0 - 1 year,1,Low
56425,m,0,Yes,Yes,40.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),28.27,1130.8,No,2 - 4 year,4,Low
56426,m,0,No,No,70.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,1493.53,104547.1,No,4+ years,4,Very High
56427,unkown,1,No,No,40.0,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,43.43,1737.2,No,2 - 4 year,2,Low
56428,m,0,Yes,No,3.0,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,unkown,110.59,331.77,Yes,0 - 1 year,4,High
56429,m,0,No,No,5.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,29.96,149.8,No,0 - 1 year,3,Low
56430,m,0,No,Yes,11.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),36.16,397.76,No,0 - 1 year,0,Low
56431,f,0,No,Yes,8.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,40.45,323.6,Yes,0 - 1 year,3,Low
56432,f,1,Yes,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,36.3,108.9,Yes,0 - 1 year,2,Low
56433,f,0,No,No,20.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.39,487.8,Yes,1 - 2 year,2,Low
56434,m,0,Yes,Yes,3.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,18.22,54.66,Yes,0 - 1 year,3,Low
56435,f,0,No,No,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.54,426.48,Yes,0 - 1 year,2,Low
56436,m,0,Yes,Yes,35.0,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,Yes,Mailed check,65.21,2282.35,No,2 - 4 year,3,Medium
56437,f,0,No,Yes,19.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.77,394.63,No,1 - 2 year,2,Low
56438,m,0,Yes,No,21.0,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),23.25,488.25,Yes,1 - 2 year,3,Low
56439,m,0,Yes,Yes,19.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),18.07,343.33,No,1 - 2 year,3,Low
56440,m,0,No,No,18.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),96.75,1741.5,No,1 - 2 year,3,Medium
56441,f,0,Yes,Yes,9.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,38.53,346.77,No,0 - 1 year,3,Low
56442,f,0,Yes,No,6.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,112.61,675.66,No,0 - 1 year,2,High
56443,f,0,Yes,No,14.0,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,48.06,672.84,Yes,1 - 2 year,3,Low
56444,f,0,No,No,8.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.27,194.16,Yes,0 - 1 year,1,Low
56445,m,0,No,No,14.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,unkown,39.13,547.82,No,1 - 2 year,2,Low
56446,f,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,46.56,46.56,No,0 - 1 year,1,Low
56447,m,0,Yes,No,5.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,27.66,138.3,No,0 - 1 year,5,Low
56448,m,0,No,Yes,6.0,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,32.55,195.3,No,0 - 1 year,0,Low
56449,m,0,unkown,No,18.0,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,39.51,711.18,Yes,1 - 2 year,1,Low
56450,m,0,Yes,No,7.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.87,524.09,No,0 - 1 year,1,Medium
56451,f,0,Yes,Yes,9.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.1,171.9,Yes,0 - 1 year,2,Low
56452,m,0,Yes,No,4.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,89.4,357.6,No,0 - 1 year,1,Medium
56453,m,0,No,No,16.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,55.1,881.6,Yes,1 - 2 year,2,Medium
56454,f,1,Yes,Yes,21.0,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),45.83,962.43,No,1 - 2 year,2,Low
56455,f,0,Yes,No,61.0,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Credit card (automatic),97.69,5959.09,No,4+ years,3,Medium
56456,f,1,No,Yes,1.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,unkown,92.86,92.86,No,0 - 1 year,4,Medium
56457,m,0,No,No,37.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,40.81,1509.97,No,2 - 4 year,3,Low
56458,f,0,No,Yes,46.0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.48,2322.08,No,2 - 4 year,1,Medium
56459,f,0,Yes,No,13.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,26.38,342.94,Yes,1 - 2 year,4,Low
56460,m,0,Yes,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,unkown,20.96,461.12,Yes,1 - 2 year,1,Low
56461,m,0,No,Yes,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.62,443.16,No,1 - 2 year,2,Low
56462,f,0,No,No,41.0,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,99.4,4075.4,Yes,2 - 4 year,3,Medium
56463,f,0,No,No,17.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,74.03,1258.51,No,1 - 2 year,2,Medium
56464,m,0,Yes,No,41.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.59,1869.19,Yes,2 - 4 year,3,Low
56465,f,1,No,No,16.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,40.64,650.24,Yes,1 - 2 year,2,Low
56466,f,0,No,Yes,39.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.3,1961.7,No,2 - 4 year,3,Medium
56467,m,0,No,No,30.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,34.04,1021.2,Yes,2 - 4 year,3,Low
56468,m,1,No,Yes,24.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,98.59,2366.16,Yes,1 - 2 year,5,Medium
56469,m,0,No,No,3.0,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,43.75,131.25,No,0 - 1 year,2,Low
56470,f,0,No,Yes,55.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.99,1374.45,No,4+ years,2,Low
56471,f,1,No,No,39.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),65.22,2543.58,No,2 - 4 year,2,Medium
56472,f,0,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.79,99.16,Yes,0 - 1 year,2,Low
56473,f,1,Yes,No,33.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),78.48,2589.84,No,2 - 4 year,2,Medium
56474,f,0,No,No,8.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,unkown,38.74,309.92,No,0 - 1 year,0,Low
56475,m,0,No,No,43.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,27.45,1180.35,Yes,2 - 4 year,1,Low
56476,f,0,No,No,24.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.37,584.88,Yes,1 - 2 year,2,Low
56477,m,1,Yes,No,8.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,18.07,144.56,No,0 - 1 year,1,Low
56478,f,1,No,No,39.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),23.2,904.8,No,2 - 4 year,3,Low
56479,f,1,No,No,37.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,BANK TRANSFER,48.08,1778.96,No,2 - 4 year,2,Low
56480,f,0,Yes,No,27.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),38.08,1028.16,No,2 - 4 year,6,Low
56481,f,0,No,No,19.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,100.54,1910.26,Yes,1 - 2 year,1,High
56482,f,0,No,No,18.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),40.8,734.4,No,1 - 2 year,1,Low
56483,m,0,Yes,No,30.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,33.31,999.3,No,2 - 4 year,3,Low
56484,f,1,No,Yes,9.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,unkown,39.33,353.97,No,0 - 1 year,1,Low
